recordedBy_IRI	coll_items	qid	ref_url	cspp	ih	jacq_id
Q21505257	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT100681"	S5858	"ADMONT"
Q21606852	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT104241"	S5858	"ADMONT"
Q2738798	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT104243"	S5858	"ADMONT"
Q3619975	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT100033"	S5858	"ADMONT"
Q3750305	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT100001"	S5858	"ADMONT"
Q3856667	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT100002"	S5858	"ADMONT"
Q3904186	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT104242"	S5858	"ADMONT"
Q4256884	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT100017"	S5858	"ADMONT"
Q5864794	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT100038"	S5858	"ADMONT"
Q60623531	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT100691"	S5858	"ADMONT"
Q60843349	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT100003"	S5858	"ADMONT"
Q78951	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT100955"	S5858	"ADMONT"
Q872700	P11146	Q667615	S854	"https://admont.jacq.org/ADMONT100680"	S5858	"ADMONT"
Q3776531	P11146	Q1251366	S854	"https://boz.jacq.org/BOZ001440"	S5858	"BOZ"
Q3904186	P11146	Q1251366	S854	"https://boz.jacq.org/BOZ000001"	S5858	"BOZ"
Q68637	P11146	Q1251366	S854	"https://boz.jacq.org/BOZ002095"	S5858	"BOZ"
Q61165964	P11146	Q174823	S854	"https://ubt.jacq.org/UBT0010195"	S5858	"UBT"
Q15300543	P11146	Q894647	S854	"https://kiel.jacq.org/KIEL0007029"	S5858	"KIEL"
Q157501	P11146	Q894647	S854	"https://kiel.jacq.org/KIEL0007050"	S5858	"KIEL"
Q21395412	P11146	Q894647	S854	"https://kiel.jacq.org/KIEL0007021"	S5858	"KIEL"
Q3159964	P11146	Q894647	S854	"https://kiel.jacq.org/KIEL0007017"	S5858	"KIEL"
Q61501	P11146	Q894647	S854	"https://kiel.jacq.org/KIEL0007002"	S5858	"KIEL"
Q78907	P11146	Q894647	S854	"https://kiel.jacq.org/KIEL0007007"	S5858	"KIEL"
Q19897169	P11146	Q129207	S854	"https://bak.jacq.org/BAK0003375"	S5858	"BAK"
Q21523259	P11146	Q129207	S854	"https://bak.jacq.org/BAK0-0000001"	S5858	"BAK"
Q2368398	P11146	Q129207	S854	"https://bak.jacq.org/BAK0-0000136"	S5858	"BAK"
Q36675130	P11146	Q129207	S854	"https://bak.jacq.org/BAK0005950"	S5858	"BAK"
Q4140972	P11146	Q129207	S854	"https://bak.jacq.org/BAK0-0000220"	S5858	"BAK"
Q4216461	P11146	Q129207	S854	"https://bak.jacq.org/BAK0-0000037"	S5858	"BAK"
Q4227549	P11146	Q129207	S854	"https://bak.jacq.org/BAK0007840"	S5858	"BAK"
Q728729	P11146	Q129207	S854	"https://bak.jacq.org/BAK0-0000221"	S5858	"BAK"
Q88853514	P11146	Q129207	S854	"https://bak.jacq.org/BAK0000016"	S5858	"BAK"
Q964497	P11146	Q129207	S854	"https://bak.jacq.org/BAK0009626"	S5858	"BAK"
Q1002345	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100279470"		
Q100876	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200019642"		
Q101052	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100002771"		
Q101515973	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160764"		
Q102493	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B310136011"		
Q1025362	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100002543"		
Q102596	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200120788"		
Q1028890	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100749369"		
Q10288967	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100295041"		
Q10301856	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100356924"		
Q10305348	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100629251"		
Q10307747	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100510430"		
Q10307778	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100166479"		
Q10311030	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100005634"		
Q10313892	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160845"		
Q10316562	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100089444"		
Q10316563	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100004204"		
Q1031993	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100365688"		
Q103473	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100001466"		
Q1036002	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241524"		
Q10361286	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100272804"		
Q10363189	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100249497"		
Q1043	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241602"		
Q1043051	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100250392"		
Q104605	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100263295"		
Q104661	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100000855"		
Q105008	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100185676"		
Q105814	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100160843"		
Q106178	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100000394"		
Q1064524	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100261529"		
Q1065657	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100279071"		
Q1065962	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100002713"		
Q106697	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100238229"		
Q106772	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160569"		
Q106785	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100264829"		
Q1078306	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100557803"		
Q107858	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160235"		
Q10882905	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100185586"		
Q109662	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100365294"		
Q1096785	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100250050"		
Q109694	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100387697"		
Q109699	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100293871"		
Q109970	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100153769"		
Q1100487	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100106847"		
Q1100833	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296098"		
Q11034854	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100263043"		
Q110552887	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100271699"		
Q1105726	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100001483"		
Q1109649	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100272949"		
Q11120147	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100279333"		
Q1113837	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100154845"		
Q11165304	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100365010"		
Q1120552	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100004344"		
Q112191	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100000043"		
Q11220660	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100461283"		
Q1123633	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100004337"		
Q1124975	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241067"		
Q113299	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160394"		
Q1133511	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100277635"		
Q114049	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100263020"		
Q114078	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100263269"		
Q114416	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100279396"		
Q115490	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200125235"		
Q115731	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200165994"		
Q115780	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B700016504"		
Q115901	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100293876"		
Q116003	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296649"		
Q116027	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160953"		
Q1162358	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100244635"		
Q11670007	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B300033722"		
Q116720	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100186512"		
Q11698625	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100461611"		
Q11703496	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100846948"		
Q117245	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100086157"		
Q11749659	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100629397"		
Q1176670	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100293873"		
Q11885061	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B101142304"		
Q11890652	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296204"		
Q11925800	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241597"		
Q11928646	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100279534"		
Q12115498	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100185997"		
Q121519	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100629107"		
Q121525	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200072390"		
Q121703	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100001851"		
Q121991	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200163820"		
Q1222527	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241561"		
Q122747	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100161484"		
Q123057	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B310054012"		
Q12313530	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100517876"		
Q12327468	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100279022"		
Q12330543	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B31000503"		
Q123640	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B300090631"		
Q1237750	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B109007395"		
Q123950	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100001690"		
Q123996	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B101067631"		
Q124075	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241489"		
Q124205	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200105604c"		
Q1243285	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B600098035"		
Q124330	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296344"		
Q124491	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160329"		
Q124501	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100159667"		
Q1248029	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100003182"		
Q1250009	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200077185"		
Q125143	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160321"		
Q1253220	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100471360"		
Q125675	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100159462"		
Q126423	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100218382"		
Q126626	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100844688"		
Q1276362	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100263464"		
Q1276939	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296527"		
Q12772314	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100461184"		
Q12775818	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100217392"		
Q1277837	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100366414"		
Q1278792	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241547"		
Q12793064	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100295542"		
Q12793672	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100256316"		
Q1280756	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241601"		
Q12807671	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100461908"		
Q1293905	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200108379a"		
Q1309063	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100268709"		
Q13107636	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B700100165"		
Q1313483	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100279066"		
Q1319463	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241620"		
Q13218562	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100278948"		
Q13220148	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100004040"		
Q13220265	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100277784"		
Q13220418	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B180018899"		
Q13220432	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100240011"		
Q13222044	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100005515"		
Q132221	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296699"		
Q13225111	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100517838"		
Q13225449	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100326891"		
Q13229378	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100256232"		
Q1332980	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100277594"		
Q1333160	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B300012154"		
Q1333334	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B600182185"		
Q1335154	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100365208"		
Q1335271	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200145437"		
Q1336049	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100250150"		
Q13363728	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100127164"		
Q1336647	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B180012796"		
Q13377515	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100264848"		
Q13377563	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100009770"		
Q13402629	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100720752"		
Q13402746	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100001676"		
Q1340280	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100249649"		
Q13409382	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100294532"		
Q13409389	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100263302"		
Q134118	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100264852"		
Q13415058	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100629314"		
Q13415071	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B180020691"		
Q13415763	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B180006546"		
Q13415797	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100009767"		
Q13415806	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B300202854"		
Q13420027	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200039126"		
Q13420116	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B180005687"		
Q13423965	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100242309"		
Q13424294	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100605415"		
Q13424970	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100343239"		
Q13426098	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100024971"		
Q13426244	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100244169"		
Q13426259	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100188045"		
Q13426283	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100014360"		
Q13426874	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100277947"		
Q13427033	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200011040"		
Q13427048	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100360070"		
Q13427189	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100001537"		
Q13432573	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B101142954"		
Q13432675	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100158224"		
Q13432785	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100001675"		
Q1345319	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200162569"		
Q13468249	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100463792"		
Q1348854	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100278943"		
Q13491485	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100114449"		
Q13491524	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100553631"		
Q1349350	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200163818a"		
Q1349394	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100001502"		
Q13497940	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100350814"		
Q1349901	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296077"		
Q1350149	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/BW19753010"		
Q13502645	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100168264"		
Q13502713	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100365751"		
Q13503327	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100176980"		
Q13503738	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B600133701"		
Q13505809	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160782"		
Q13505916	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100158303"		
Q13506085	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100461931"		
Q13519090	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B101186230"		
Q1354090	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100158984"		
Q1354117	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/BW19870030"		
Q1354671	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/BW19373010"		
Q1356381	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100279403"		
Q13592594	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296474"		
Q1360434	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296618"		
Q1361112	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100002385"		
Q1361590	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100426224"		
Q13640976	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100367549"		
Q1364160	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100161695"		
Q1364169	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200119548"		
Q1369447	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100278621"		
Q1373543	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100295075"		
Q1374979	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100002945"		
Q1375724	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100068490"		
Q1375864	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296593"		
Q1377253	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160905"		
Q1377569	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100279438"		
Q1378128	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200186060"		
Q1380171	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100242999"		
Q1381245	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100249277"		
Q1385633	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B31007905"		
Q1386773	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B310150012"		
Q1397207	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100001429"		
Q1399587	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B400026948"		
Q1419834	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100278376"		
Q1430344	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100642233"		
Q1431105	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B310166025b"		
Q14325587	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100124105"		
Q14336471	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200178004"		
Q1435048	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100243040"		
Q14369204	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100517836"		
Q1446766	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100217748"		
Q1446856	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100144830"		
Q1450997	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100108821"		
Q1452824	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100205469"		
Q1458423	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100461213"		
Q1461150	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200146978b"		
Q1461189	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100165585"		
Q1462269	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B101013041"		
Q1467465	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B600011934"		
Q14928310	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100167593"		
Q1505633	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B300309177"		
Q1507563	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B101037897"		
Q15075712	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100366001"		
Q1508177	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100239875"		
Q15300543	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100001500"		
Q15314238	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100018234"		
Q15376798	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100002186"		
Q15387	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200141938"		
Q15414	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100000407"		
Q15417	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100240030"		
Q15431461	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100847870"		
Q15431600	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200170393"		
Q15437983	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100715355"		
Q155764	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100000984"		
Q155914	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/BW02328020"		
Q1561875	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100160913"		
Q15627363	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B300025809"		
Q15631729	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100176486"		
Q1563946	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100124950"		
Q15711474	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100365073"		
Q15727183	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160323"		
Q15732417	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100002662"		
Q157501	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100296064"		
Q1576925	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100186623"		
Q1579326	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160918"		
Q15812639	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100086487"		
Q1581631	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100002346"		
Q1582996	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200130440"		
Q1583110	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100390476"		
Q1583166	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100000328"		
Q158476	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100557620"		
Q1585669	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100296096"		
Q15859791	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B101189877"		
Q15925485	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200170420"		
Q15944972	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241402"		
Q15989573	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B700016482"		
Q15990390	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100166282"		
Q15994329	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200163886"		
Q15994422	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100000499"		
Q15994570	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160107"		
Q15995987	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B400014089"		
Q15999581	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100272911"		
Q16011824	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100198823"		
Q16022968	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B600060783"		
Q16029955	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100160385"		
Q16031427	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100001606"		
Q16043513	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100001654"		
Q160627	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200124331"		
Q16062728	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100278891"		
Q16062902	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200116986"		
Q16065577	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200163738"		
Q16065592	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200132801"		
Q1609176	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100413703"		
Q1612245	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100005651"		
Q1613066	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B180013753"		
Q16143738	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100217805"		
Q16147276	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B100002289"		
Q1616636	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B200107128"		
Q1618426	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100264827"		
Q16243314	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100243994"		
Q162688	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100241682"		
Q16301452	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B180021536"		
Q16334351	P11146	Q163255	S854	"http://herbarium.bgbm.org/object/B101186807"		
Q1634164	P11146	Q163255	S854	"https://herbarium.bgbm.org/object/B100263313"		
